Series Name	Country Name	Country Code	1990 [YR1990]	2000 [YR2000]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]
Labor force with basic education (% of total working-age population with basic education)	Rwanda	RWA	..	..	..	..	..	..	..	..	73.94000244	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Sao Tome and Principe	STP	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Senegal	SEN	..	..	..	..	..	36.34000015	..	..	..	32.56999969	..	..
Labor force with basic education (% of total working-age population with basic education)	Sierra Leone	SLE	..	..	..	..	..	..	..	..	46.93999863	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Solomon Islands	SLB	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Somalia	SOM	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Sri Lanka	LKA	..	..	..	..	..	31.5	29.12000084	32.40999985	31.96999931	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Sudan	SDN	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Swaziland	SWZ	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Syrian Arab Republic	SYR	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Tajikistan	TJK	..	..	..	21.82999992	..	..	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Tanzania	TZA	..	..	..	..	..	81.01000214	..	74.33999634	64.13999939	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Timor-Leste	TLS	..	..	..	..	16.81999969	..	..	17.79999924	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Togo	TGO	..	..	..	..	..	69.37000275	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Tunisia	TUN	..	..	24.09000015	23.56999969	21.18000031	20.5	21.65999985	20.29000092	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Uganda	UGA	..	..	..	..	..	..	59.59999847	82.20999908	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Ukraine	UKR	..	..	..	..	..	..	..	..	17.87000084	17.11000061	15.89999962	..
Labor force with basic education (% of total working-age population with basic education)	Uzbekistan	UZB	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Vanuatu	VUT	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Vietnam	VNM	..	..	..	..	75.40000153	76.01999664	75.58000183	76.62000275	76.66000366	76.06999969	75.05000305	..
Labor force with basic education (% of total working-age population with basic education)	West Bank and Gaza	PSE	..	..	..	..	..	9.18999958	9.5	9.25	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	"Yemen, Rep."	YEM	..	..	..	..	9.75	..	..	..	3.5	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Zambia	ZMB	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with basic education (% of total working-age population with basic education)	Zimbabwe	ZWE	..	..	..	..	..	77.16999817	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Least developed countries: UN classification	LDC	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Afghanistan	AFG	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Angola	AGO	..	..	..	..	..	89.11000061	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Bangladesh	BGD	..	..	..	..	85.83999634	..	..	80.08999634	..	..	77.51999664	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Benin	BEN	..	..	..	..	..	66.16999817	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Bhutan	BTN	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Bolivia	BOL	..	..	82.30999756	88.18000031	..	81.52999878	85.51000214	81.72000122	81.94999695	80.05999756	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Burkina Faso	BFA	..	..	..	..	..	..	..	..	57.77999878	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Burundi	BDI	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Cabo Verde	CPV	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Cambodia	KHM	..	..	..	..	..	..	94.59999847	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Cameroon	CMR	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Central African Republic	CAF	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Chad	TCD	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Comoros	COM	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	"Congo, Dem. Rep."	COD	..	..	..	..	..	..	63.70999908	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	"Congo, Rep."	COG	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Cote d'Ivoire	CIV	..	..	..	..	..	..	76.36000061	83.30999756	..	..	62.90000153	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Djibouti	DJI	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	"Egypt, Arab Rep."	EGY	..	..	76.23000336	76.44999695	..	77.22000122	77.01000214	76.83999634	75.05999756	75.83000183	77.79000092	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	El Salvador	SLV	..	..	..	..	88.48999786	86.66000366	86.05000305	88.69000244	87.38999939	84.19999695	84.34999847	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Eritrea	ERI	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Ethiopia	ETH	..	..	..	88.26999664	90.08000183	96.18000031	95.59999847	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	"Gambia, The"	GMB	..	..	..	..	..	..	84.93000031	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Georgia	GEO	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Ghana	GHA	..	..	..	..	..	..	..	80.51999664	..	83.88999939	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Guinea	GIN	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Guinea-Bissau	GNB	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Haiti	HTI	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Honduras	HND	..	..	90.48000336	89.26000214	89.47000122	87.70999908	83.37999725	87.30999756	84.37999725	84.70999908	84.73000336	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	India	IND	..	69.20999908	..	..	62.74000168	..	63.20000076	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Indonesia	IDN	..	87.26000214	84.37999725	79.83999634	84.01000214	85.44999695	87.91999817	86.61000061	86.41000366	85.62000275	85.41999817	85.02999878
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Kenya	KEN	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Kiribati	KIR	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	"Korea, Dem. People’s Rep."	PRK	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Kosovo	XKX	..	..	..	..	..	..	..	..	73.62999725	64.18000031	57.08000183	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Kyrgyz Republic	KGZ	..	..	..	..	..	80.01000214	80.16000366	75.73999786	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Lao PDR	LAO	..	..	..	..	93.13999939	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Lesotho	LSO	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Liberia	LBR	..	..	..	..	78.66000366	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Madagascar	MDG	..	..	..	..	..	..	79.02999878	..	..	69.23999786	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Malawi	MWI	..	..	..	..	..	..	..	90.30999756	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Mali	MLI	..	..	..	..	..	..	..	..	65.80999756	76.5	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Mauritania	MRT	..	..	..	..	..	..	70.26000214	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	"Micronesia, Fed. Sts."	FSM	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Moldova	MDA	..	..	..	..	64.80999756	63.04000092	62.81999969	62.22999954	60.16999817	59.72000122	59.84000015	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Mongolia	MNG	..	..	73.04000092	78.15000153	75.69000244	76.02999878	73.66999817	71.94000244	73.51000214	71.83999634	69.69000244	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Morocco	MAR	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Mozambique	MOZ	..	..	..	..	..	..	73.56999969	..	..	76.30999756	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Myanmar	MMR	..	..	..	..	..	..	..	..	..	69.98999786	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Nepal	NPL	..	..	72.44000244	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Nicaragua	NIC	..	..	..	..	..	..	89.95999908	..	85.63999939	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Niger	NER	..	..	..	..	..	62.36999893	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Nigeria	NGA	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Pakistan	PAK	..	..	64.69999695	62.61000061	61.40999985	61.38000107	..	64.34999847	61.61999893	69.01000214	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Papua New Guinea	PNG	..	..	..	..	70.30999756	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Philippines	PHL	..	..	..	64.81999969	65.05000305	65.12999725	64.04000092	..	63.49000168	63.15999985	63.29999924	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Rwanda	RWA	..	..	..	..	..	..	..	..	93.16999817	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Sao Tome and Principe	STP	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Senegal	SEN	..	..	..	..	..	56.31999969	..	..	..	63.15000153	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Sierra Leone	SLE	..	..	..	..	..	..	..	..	69.98000336	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Solomon Islands	SLB	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Somalia	SOM	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Sri Lanka	LKA	..	..	..	..	..	64.36000061	63.86000061	63.77000046	63.33000183	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Sudan	SDN	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Swaziland	SWZ	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Syrian Arab Republic	SYR	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Tajikistan	TJK	..	..	..	72.47000122	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Tanzania	TZA	..	..	..	..	..	79.44000244	..	65.75	94.33000183	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Timor-Leste	TLS	..	..	..	..	58.84999847	..	..	62.45999908	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Togo	TGO	..	..	..	..	..	64.37999725	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Tunisia	TUN	..	..	65.47000122	67.27999878	67.43000031	69.80000305	63.56999969	63.49000168	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Uganda	UGA	..	..	..	..	..	..	90.27999878	93.94000244	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Ukraine	UKR	..	..	..	..	..	..	..	..	73.12999725	73.54000092	72.51000214	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Uzbekistan	UZB	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Vanuatu	VUT	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Vietnam	VNM	..	..	..	..	86.66999817	86.75	87.12000275	87.16000366	87.77999878	87.76000214	87.52999878	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	West Bank and Gaza	PSE	..	..	..	..	..	78.02999878	77.33000183	77.91999817	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	"Yemen, Rep."	YEM	..	..	..	..	89.69000244	..	..	..	85.36000061	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Zambia	ZMB	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with advanced education, male (% of male working-age population with advanced education)"	Zimbabwe	ZWE	..	..	..	..	..	91.44999695	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Least developed countries: UN classification	LDC	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Afghanistan	AFG	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Angola	AGO	..	..	..	..	..	88.19000244	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Bangladesh	BGD	..	..	..	..	68.44999695	..	..	54.68999863	..	..	52.88000107	..
Labor force with advanced education (% of total working-age population with advanced education)	Benin	BEN	..	..	..	..	..	56.09000015	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Bhutan	BTN	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Bolivia	BOL	..	..	75.34999847	84.83000183	..	75.65000153	80.09999847	73.08999634	76.80000305	73.48000336	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Burkina Faso	BFA	..	..	..	..	..	..	..	..	47.61999893	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Burundi	BDI	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Cabo Verde	CPV	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Cambodia	KHM	..	..	..	..	..	..	85.20999908	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Cameroon	CMR	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Central African Republic	CAF	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Chad	TCD	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Comoros	COM	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	"Congo, Dem. Rep."	COD	..	..	..	..	..	..	48.75	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	"Congo, Rep."	COG	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Cote d'Ivoire	CIV	..	..	..	..	..	..	71.05000305	73.83999634	..	..	51.70999908	..
Labor force with advanced education (% of total working-age population with advanced education)	Djibouti	DJI	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	"Egypt, Arab Rep."	EGY	..	..	59.66999817	60.90000153	..	60.83000183	63.15000153	63.63000107	61.93000031	62.70999908	65.66999817	..
Labor force with advanced education (% of total working-age population with advanced education)	El Salvador	SLV	..	..	..	..	86.47000122	80.87999725	82.20999908	85.44999695	84.70999908	82.86000061	80.51999664	..
Labor force with advanced education (% of total working-age population with advanced education)	Eritrea	ERI	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Ethiopia	ETH	..	..	..	80.68000031	86.98999786	94.80000305	94.33000183	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	"Gambia, The"	GMB	..	..	..	..	..	..	59.54999924	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Georgia	GEO	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Ghana	GHA	..	..	..	..	..	..	..	75.05999756	..	80.26000214	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Guinea	GIN	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Guinea-Bissau	GNB	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Haiti	HTI	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Honduras	HND	..	..	86.86000061	86.36000061	86.04000092	84.55999756	81.68000031	85.44999695	80.65000153	83.18000031	80.56999969	..
Labor force with advanced education (% of total working-age population with advanced education)	India	IND	..	32.43000031	..	..	29.69000053	..	30.80999947	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Indonesia	IDN	..	77.76999664	76.58000183	70.61000061	76.98000336	78.81999969	82.01000214	80.16999817	80.22000122	79.62000275	79.75	79.44000244
Labor force with advanced education (% of total working-age population with advanced education)	Kenya	KEN	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Kiribati	KIR	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	"Korea, Dem. People’s Rep."	PRK	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Kosovo	XKX	..	..	..	..	..	..	..	..	68.59999847	59.38000107	49.45000076	..
Labor force with advanced education (% of total working-age population with advanced education)	Kyrgyz Republic	KGZ	..	..	..	..	..	70.76000214	71.58999634	67.88999939	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Lao PDR	LAO	..	..	..	..	91.18000031	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Lesotho	LSO	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Liberia	LBR	..	..	..	..	67.38999939	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Madagascar	MDG	..	..	..	..	..	..	74.84999847	..	..	61.36999893	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Malawi	MWI	..	..	..	..	..	..	..	84.62000275	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Mali	MLI	..	..	..	..	..	..	..	..	60.47000122	63.79000092	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Mauritania	MRT	..	..	..	..	..	..	60.25	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	"Micronesia, Fed. Sts."	FSM	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Moldova	MDA	..	..	..	..	60.95000076	59.74000168	59.97999954	57.63999939	56.29000092	57.40000153	56.95000076	..
Labor force with advanced education (% of total working-age population with advanced education)	Mongolia	MNG	..	..	71.23000336	76.33999634	72.95999908	72.79000092	70.83999634	68.87000275	69.87999725	67.68000031	66.01999664	..
Labor force with advanced education (% of total working-age population with advanced education)	Morocco	MAR	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Mozambique	MOZ	..	..	..	..	..	..	76.44999695	..	..	69.04000092	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Myanmar	MMR	..	..	..	..	..	..	..	..	..	69.33999634	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Nepal	NPL	..	..	62.54999924	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Nicaragua	NIC	..	..	..	..	..	..	86.73999786	..	81.62999725	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Niger	NER	..	..	..	..	..	60.99000168	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Nigeria	NGA	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Pakistan	PAK	..	..	25.94000053	26.92000008	26.87000084	27.12999916	..	32.90000153	29.26000023	39.11000061	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Papua New Guinea	PNG	..	..	..	..	72.65000153	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Philippines	PHL	..	..	..	56.59999847	57.04999924	57.27000046	57.09999847	..	56.88999939	57.00999832	56.65999985	..
Labor force with advanced education (% of total working-age population with advanced education)	Rwanda	RWA	..	..	..	..	..	..	..	..	90.34999847	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Sao Tome and Principe	STP	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Senegal	SEN	..	..	..	..	..	47.00999832	..	..	..	56.72999954	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Sierra Leone	SLE	..	..	..	..	..	..	..	..	62.41999817	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Solomon Islands	SLB	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Somalia	SOM	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Sri Lanka	LKA	..	..	..	..	..	52.41999817	52.75999832	53.00999832	53.02999878	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Sudan	SDN	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Swaziland	SWZ	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Syrian Arab Republic	SYR	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Tajikistan	TJK	..	..	..	57.54999924	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Tanzania	TZA	..	..	..	..	..	73.15000153	..	62.68000031	87.84999847	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Timor-Leste	TLS	..	..	..	..	44.45999908	..	..	52.11000061	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Togo	TGO	..	..	..	..	..	47.47999954	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Tunisia	TUN	..	..	57.79999924	60.27999878	60.02000046	63.34999847	58.33000183	59.65999985	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Uganda	UGA	..	..	..	..	..	..	89.66999817	88.58999634	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Ukraine	UKR	..	..	..	..	..	..	..	..	68.34999847	68.77999878	67.44000244	..
Labor force with advanced education (% of total working-age population with advanced education)	Uzbekistan	UZB	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Vanuatu	VUT	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Vietnam	VNM	..	..	..	..	86.70999908	86.36000061	87.95999908	87.48000336	87.80999756	87.56999969	87.38999939	..
Labor force with advanced education (% of total working-age population with advanced education)	West Bank and Gaza	PSE	..	..	..	..	..	68.56999969	68.12999725	68.69000244	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	"Yemen, Rep."	YEM	..	..	..	..	74.73999786	..	..	..	62.45000076	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Zambia	ZMB	..	..	..	..	..	..	..	..	..	..	..	..
Labor force with advanced education (% of total working-age population with advanced education)	Zimbabwe	ZWE	..	..	..	..	..	86.51000214	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Least developed countries: UN classification	LDC	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Afghanistan	AFG	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Angola	AGO	..	..	..	..	..	68.31999969	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Bangladesh	BGD	..	..	..	..	62.90999985	..	..	63.43000031	..	..	57.52999878	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Benin	BEN	..	..	..	..	..	78.01000214	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Bhutan	BTN	..	..	..	58.59000015	62.61000061	..	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Bolivia	BOL	..	..	63.63000107	63.86000061	..	66.66999817	59.22999954	61.93999863	65.98000336	60.83000183	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Burkina Faso	BFA	..	..	..	..	..	..	..	..	58.59999847	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Burundi	BDI	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Cabo Verde	CPV	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Cambodia	KHM	..	..	..	..	..	..	81.44000244	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Cameroon	CMR	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Central African Republic	CAF	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Chad	TCD	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	Comoros	COM	..	..	..	..	..	..	..	..	..	..	..	..
"Labor force with basic education, male (% of male working-age population with basic education)"	"Congo, Dem. Rep."	COD	..	..	..	..	..	..	70.80999756	..	..	..	..	..
